FIPS,County,State,2012,2013,2014,2015
22023,Cameron,LA,489913,526723,880235,1031591
22025,Catahoula,LA,198109,220258,217366,215640
22027,Claiborne,LA,466659,442204,404205,399491
22029,Concordia,LA,532591,544481,536334,496117
22031,De Soto,LA,883282,877249,828809,864271
22033,East Baton Rouge,LA,33257993,32202041,34129285,32473672
22035,East Carroll,LA,206399,229155,205813,185160
22037,East Feliciana,LA,380177,370068,358194,355504
22039,Evangeline,LA,712343,679174,673729,695041
22041,Franklin,LA,398142,397312,379988,377218
22043,Grant,LA,278913,280670,274249,264030
22045,Iberia,LA,3664220,3628325,3517576,3391584
22047,Iberville,LA,2122401,2028086,2028076,2028356
22049,Jackson,LA,388347,390343,402590,383021
22051,Jefferson,LA,21195993,20755214,20383507,20712514
22053,Jefferson Davis,LA,814496,801830,777487,783898
22055,Lafayette,LA,18011713,17408848,16917988,15958959
22057,Lafourche,LA,4517341,4465519,4454718,4008414
22059,LaSalle,LA,445091,429354,379260,336729
22061,Lincoln,LA,1432312,1436775,1484221,1565050
22063,Livingston,LA,2106803,2153116,2073019,2242976
22065,Madison,LA,438543,393142,412508,417195
22067,Morehouse,LA,568860,547760,508611,458339
22069,Natchitoches,LA,1081770,1084765,1061244,1242591
22071,Orleans,LA,22929445,21400721,21345495,21833968
22073,Ouachita,LA,6426639,6453941,6842244,7459936
22075,Plaquemines,LA,3686542,3376670,3570189,3368975
22077,Pointe Coupee,LA,1035614,1013633,1030706,846066
22079,Rapides,LA,5102509,5108817,4971276,4867958
22081,Red River,LA,345052,281626,244005,243000
22083,Richland,LA,521638,527758,510419,521558
22085,Sabine,LA,498207,494466,458489,443470
22087,St. Bernard,LA,1073135,1152702,1063327,1041355
22089,St. Charles,LA,7285044,6206810,8042639,8658866
22091,St. Helena,LA,126035,123462,127998,122129
22093,St. James,LA,2787612,2873856,3016997,2884709
22095,St. John the Baptist,LA,3154009,3193965,3358496,3399282
22097,St. Landry,LA,3683250,4179975,3764458,3320114
22099,St. Martin,LA,1375418,1485896,1514663,1553357
22101,St. Mary,LA,3160836,2977767,2920570,2753042
22103,St. Tammany,LA,8605272,8532669,10510731,11688922
22105,Tangipahoa,LA,3526412,3419631,3550309,3521635
22107,Tensas,LA,137489,136259,118937,113646
22109,Terrebonne,LA,6261741,6112440,6187632,6102986
22111,Union,LA,405448,425315,426603,433969
22113,Vermilion,LA,1857595,1536842,1532091,1525771
22115,Vernon,LA,2167581,2104903,1912901,1878274
22117,Washington,LA,905688,890789,968036,989986
22119,Webster,LA,1323804,1186841,1126801,1024331
22121,West Baton Rouge,LA,2414507,2484238,3069604,3113445
22123,West Carroll,LA,184060,178972,164215,159909
22125,West Feliciana,LA,860697,914927,888769,806823
22127,Winn,LA,505838,523327,471899,475557
23001,Androscoggin,ME,3787310,3806513,3891591,3898178
23003,Aroostook,ME,2252312,2185562,2188987,2253718
23005,Cumberland,ME,18833265,18912736,19542565,19462679
23007,Franklin,ME,950545,921260,897474,884411
23009,Hancock,ME,1936882,1925128,1892679,1887800
23011,Kennebec,ME,4387082,4498655,4657128,4617372
23013,Knox,ME,1345908,1395700,1392017,1423605
23015,Lincoln,ME,803477,833815,826308,837177
23017,Oxford,ME,1485936,1494444,1565872,1458099
23019,Penobscot,ME,5662307,5502508,5571981,5669801
23021,Piscataquis,ME,388881,387467,408323,426743
23023,Sagadahoc,ME,1327622,1153037,1192165,1247890
23025,Somerset,ME,1465880,1468111,1425247,1440555
23027,Waldo,ME,864665,882565,828907,823363
23029,Washington,ME,832066,778412,775390,782607
23031,York,ME,6549822,6359019,6362842,6523552
24001,Allegany,MD,2351556,2321238,2188500,2154969
24003,Anne Arundel,MD,37908201,39447670,40409443,41716361
24005,Baltimore,MD,50729494,45394574,44925401,46190794
24009,Calvert,MD,4144486,4243074,4088649,4478536
24011,Caroline,MD,851914,871351,888522,944384
24013,Carroll,MD,4990170,5089176,5020354,4999981
24015,Cecil,MD,3030009,3055962,3085108,3281361
24017,Charles,MD,4547055,4569579,4804629,4713803
24019,Dorchester,MD,977314,999068,1041241,1017496
24021,Frederick,MD,10487679,10897546,11661842,12201049
24023,Garrett,MD,996718,1066170,1090279,1087929
24025,Harford,MD,9949727,10280455,10381396,10575020
24027,Howard,MD,21505356,21638526,22299450,22401673
24029,Kent,MD,706353,705572,673648,682698
24031,Montgomery,MD,84141291,85114436,86051662,86619320
24033,Prince George's,MD,34894032,35011282,35751234,36276563
24035,Queen Anne's,MD,1263358,1341505,1341434,1343622
24037,St. Mary's,MD,6007989,6187543,6333880,6372906
24039,Somerset,MD,624895,684045,737606,725810
24041,Talbot,MD,1790005,1817362,1904982,2039011
24043,Washington,MD,5732937,6026964,6672383,7271712
24045,Wicomico,MD,3768846,3948412,4069146,4200138
24047,Worcester,MD,2009769,2060156,2112203,2165954
24510,Baltimore (Independent City),MD,41412489,42170158,41197042,41051347
25001,Barnstable,MA,9062177,9265158,9203438,9387987
25003,Berkshire,MA,5453284,5935679,6274079,6175142
25005,Bristol,MA,19933305,20176275,20177816,21039353
25007,Dukes,MA,874713,963062,939162,973644
25009,Essex,MA,33445582,34171210,35136591,37238564
25011,Franklin,MA,2075952,2156048,2117743,2159514
25013,Hampden,MA,18705998,18648748,18677370,19340295
25015,Hampshire,MA,5618171,5594384,5615633,5699287
25017,Middlesex,MA,134351629,135198930,135878682,141124545
25019,Nantucket,MA,802370,1031003,1116569,1090043
25021,Norfolk,MA,43713091,45754317,46640159,47973190
25023,Plymouth,MA,17760752,18202410,18916962,19565066
25025,Suffolk,MA,118681169,114166501,118579770,123251701
25027,Worcester,MA,33851572,33622217,34177891,34858350
26001,Alcona,MI,130675,144452,130519,128842
26003,Alger,MI,199980,232138,229905,225073
26005,Allegan,MI,3647106,3623737,3604193,3818666
26007,Alpena,MI,917173,926488,917673,928906
26009,Antrim,MI,426317,419806,408905,410271
26011,Arenac,MI,316209,317073,319303,321299
26013,Baraga,MI,237794,233307,225134,222420
26015,Barry,MI,1137034,1235794,1290273,1303780
26017,Bay,MI,3343898,3406133,3315446,3325191
26019,Benzie,MI,292767,291059,284087,289034
26021,Berrien,MI,6429589,6475903,6553362,6520075
26023,Branch,MI,1111826,1084995,1084656,1094472
26025,Calhoun,MI,5325218,5547289,5566575,5614629
26027,Cass,MI,810968,813389,814987,829205
26029,Charlevoix,MI,954081,989684,1003195,1113571
26031,Cheboygan,MI,463400,468438,486448,469164
26033,Chippewa,MI,1016118,1001190,888687,910618
26035,Clare,MI,680253,668476,687457,675195
26037,Clinton,MI,1583877,1565513,1598570,1616118
26039,Crawford,MI,306017,306676,297621,313128
26041,Delta,MI,1069305,1095776,1081616,1050160
26043,Dickinson,MI,1160470,1181304,1161875,1112671
26045,Eaton,MI,3498159,3564402,3675936,3823811
26047,Emmet,MI,1505920,1523243,1494744,1544134
26049,Genesee,MI,11645065,12302730,12300578,12548554
26051,Gladwin,MI,337000,353487,375083,343122
26053,Gogebic,MI,365596,373056,373678,380564
26055,Grand Traverse,MI,4310871,4372412,4445394,4705937
26057,Gratiot,MI,1145132,1171471,1166996,1217296
26059,Hillsdale,MI,1175532,1206853,1196382,1308407
26061,Houghton,MI,936316,1010665,1062589,1112437
26063,Huron,MI,1201355,1243169,1223574,1268089
26065,Ingham,MI,13602604,13202068,13742097,14082361
26067,Ionia,MI,1543265,1393232,1296053,1265178
26069,Iosco,MI,553608,541005,527530,539593
26071,Iron,MI,249205,250079,249115,251581
26073,Isabella,MI,2143643,2133024,2143929,2182228
26075,Jackson,MI,4805119,4863757,4714112,4844305
26077,Kalamazoo,MI,10663057,11119470,11737660,12452137
26079,Kalkaska,MI,461652,522126,635757,578968
26081,Kent,MI,34242962,34222315,35612975,37026316
26083,Keweenaw,MI,24786,33124,25285,26149
26085,Lake,MI,116943,119007,107979,108624
26087,Lapeer,MI,1794800,1787240,1740946,1781894
26089,Leelanau,MI,597530,624077,652272,667229
26091,Lenawee,MI,2405808,2359125,2315250,2382819
26093,Livingston,MI,5503417,5612001,5604443,5747200
26095,Luce,MI,289116,376745,299735,286221
26097,Mackinac,MI,335162,406692,477278,628964
26099,Macomb,MI,31177510,32221652,32736505,32370648
26101,Manistee,MI,582483,576881,557618,555453
26103,Marquette,MI,3039869,3023462,3061895,3117629
26105,Mason,MI,843724,865473,892336,898400
26107,Mecosta,MI,1033572,1037968,1018692,1009273
26109,Menominee,MI,554908,540454,534261,525543
26111,Midland,MI,3863404,3847137,3961076,4263752
26113,Missaukee,MI,265775,243718,258495,270101
26115,Monroe,MI,5470277,5636282,5551685,5461165
26117,Montcalm,MI,1250493,1269496,1268845,1303483
26119,Montmorency,MI,157729,169287,172186,187080
26121,Muskegon,MI,5222821,5355166,5395850,5497306
26123,Newaygo,MI,1042830,1087216,1101673,1173748
26125,Oakland,MI,95925060,97459028,99761621,101042568
26127,Oceana,MI,602915,611293,627841,618995
26129,Ogemaw,MI,394325,396441,409065,425892
26131,Ontonagon,MI,126380,131416,122431,126509
26133,Osceola,MI,530178,553759,556999,541804
26135,Oscoda,MI,138709,141750,152839,151757
26137,Otsego,MI,776659,754137,756572,749504
26139,Ottawa,MI,11742021,11626094,11947920,12316201
26141,Presque Isle,MI,285641,312006,339099,389848
26143,Roscommon,MI,434722,426095,401044,396357
26145,Saginaw,MI,7111530,7303794,7323555,7347530
26147,St. Clair,MI,4080768,4124065,4089983,4144359
26149,St. Joseph,MI,1694010,1681426,1642088,1686264
26151,Sanilac,MI,1017659,1041120,1036146,1057226
26153,Schoolcraft,MI,231668,230317,230096,239710
26155,Shiawassee,MI,1354483,1395965,1455139,1463757
26157,Tuscola,MI,1004618,1077823,1084738,1093109
26159,Van Buren,MI,2494599,2414342,2351158,2548532
26161,Washtenaw,MI,19037116,19451310,19548700,20029235
26163,Wayne,MI,77357884,77593888,77998236,80667426
26165,Wexford,MI,997361,1005942,1015671,1027731
27001,Aitkin,MN,260824,259993,256571,267268
27003,Anoka,MN,11254388,11611961,11950975,12226256
27005,Becker,MN,1121625,1107416,1102073,1104435
27007,Beltrami,MN,1268252,1317975,1365308,1400577
27009,Benton,MN,1408016,1394904,1479108,1533599
27011,Big Stone,MN,174628,192815,186030,193352
27013,Blue Earth,MN,3535277,3753247,3794896,3725639
27015,Brown,MN,1085557,1108329,1099954,1120447
27017,Carlton,MN,950524,970948,955657,933222
27019,Carver,MN,4069364,4265634,4642487,4823307
27021,Cass,MN,660905,632442,624541,645949
27023,Chippewa,MN,544720,545237,543382,554597
27025,Chisago,MN,1040456,1147307,1144798,1175166
27027,Clay,MN,1635388,1700849,1756138,1763157
27029,Clearwater,MN,206222,217248,209775,202208
27031,Cook,MN,250666,266745,248021,240846
27033,Cottonwood,MN,504941,499815,503018,511598
27035,Crow Wing,MN,2277465,2145693,2203047,2250631
27037,Dakota,MN,20857977,21176198,23015383,23289687
27039,Dodge,MN,595422,558090,565985,603714
27041,Douglas,MN,1438730,1462769,1474056,1483560
27043,Faribault,MN,509490,521063,508557,498216
27045,Fillmore,MN,623362,624085,635400,636971
27047,Freeborn,MN,1036921,1039244,1023135,1029093
27049,Goodhue,MN,2472906,2585409,2517466,2395188
27051,Grant,MN,223807,212643,207559,207232
27053,Hennepin,MN,118365176,120632439,124287916,125765508
27055,Houston,MN,400452,405083,395771,413930
27057,Hubbard,MN,421899,429290,415709,420113
27059,Isanti,MN,830528,875167,917655,935283
27061,Itasca,MN,1765631,1947616,1885517,1741988
27063,Jackson,MN,579579,585545,579980,555697
27065,Kanabec,MN,253350,263858,276016,285869
27067,Kandiyohi,MN,2363618,2300242,2134044,1974306
27069,Kittson,MN,192328,199672,198554,196304
27071,Koochiching,MN,429609,421266,390432,394618
27073,Lac qui Parle,MN,288209,293149,289722,296491
27075,Lake,MN,479870,579304,591577,437106
27077,Lake of the Woods,MN,102991,108358,109256,106453
27079,Le Sueur,MN,699685,738625,793772,727866
27081,Lincoln,MN,276804,271168,262073,262073
27083,Lyon,MN,1282108,1188106,1191961,1234487
27085,McLeod,MN,1395904,1388008,1431338,1502920
27087,Mahnomen,MN,144641,143169,136716,137861
27089,Marshall,MN,333616,346924,337823,332222
27091,Martin,MN,950306,953471,937209,954789
27093,Meeker,MN,718039,732628,722726,743012
27095,Mille Lacs,MN,640557,634950,648976,655938
27097,Morrison,MN,920997,931657,918818,942511
27099,Mower,MN,1621161,1702972,1771503,1839015
27101,Murray,MN,422036,412877,395494,389283
27103,Nicollet,MN,1182477,1217066,1238397,1250273
27105,Nobles,MN,999382,1018468,981838,989383
27107,Norman,MN,244441,250745,244208,247954
27109,Olmsted,MN,8760861,9214766,9429361,10168960
27111,Otter Tail,MN,1823088,1908264,1901752,1926959
27113,Pennington,MN,952224,857177,874434,943724
27115,Pine,MN,513673,511675,512701,522884
27117,Pipestone,MN,452199,447469,446713,449834
27119,Polk,MN,1098378,1093080,1094562,1124198
27121,Pope,MN,440396,448784,456491,472206
27123,Ramsey,MN,34686561,35541733,36308885,37028037
27125,Red Lake,MN,105580,104048,100078,101027
27127,Redwood,MN,645573,623398,592461,585861
27129,Renville,MN,727403,708283,704881,717149
27131,Rice,MN,2034945,2045130,1984835,1963045
27133,Rock,MN,406862,446079,443584,443588
27135,Roseau,MN,947984,979602,901996,987033
27137,St. Louis,MN,9376143,9723176,9639118,8468301
27139,Scott,MN,4245479,4360886,4511401,4653088
27141,Sherburne,MN,2493189,2642696,2890889,2844707
27143,Sibley,MN,409334,407544,391965,410602
27145,Stearns,MN,6977613,7108456,6873827,6890698
27147,Steele,MN,1832952,1907767,2032552,2016366
27149,Stevens,MN,589782,575095,569986,572991
27151,Swift,MN,477668,477357,477423,463689
27153,Todd,MN,622151,630773,630976,605169
27155,Traverse,MN,174823,175948,174794,190826
27157,Wabasha,MN,595008,582932,576126,571256
27159,Wadena,MN,385665,392030,397677,401941
27161,Waseca,MN,741345,736101,751404,777129
27163,Washington,MN,7112398,7326285,7544327,7560329
27165,Watonwan,MN,372412,380717,375144,373484
27167,Wilkin,MN,285084,294156,295854,303089
27169,Winona,MN,1905791,1914060,1980150,2033752
27171,Wright,MN,3351973,3336404,3396798,3479284
27173,Yellow Medicine,MN,438804,445592,453850,448931
28001,Adams,MS,894509,876345,929642,866796
28003,Alcorn,MS,1084632,1138249,1102892,1090627
28005,Amite,MS,151420,159812,167438,157383
28007,Attala,MS,442973,451432,475255,434591
28009,Benton,MS,272345,266033,238701,241649
28011,Bolivar,MS,1060446,1043292,1017786,978321
28013,Calhoun,MS,240747,258176,237759,238236
28015,Carroll,MS,96813,96237,93997,118608
28017,Chickasaw,MS,388142,398706,387146,373549
28019,Choctaw,MS,429562,376898,432816,518497
28021,Claiborne,MS,662435,708653,657736,644099
28023,Clarke,MS,264478,292484,277932,254327
28025,Clay,MS,443754,522318,488290,467101
28027,Coahoma,MS,689157,686541,652908,632246
28029,Copiah,MS,559184,579723,575622,534566
28031,Covington,MS,413806,478139,478851,491942
28033,DeSoto,MS,4300384,4333384,4327295,4770378
28035,Forrest,MS,3747747,3762541,3781537,3732557
28037,Franklin,MS,144307,146143,143748,150394
28039,George,MS,331066,345490,371820,354239
28041,Greene,MS,126643,129723,120374,115100
28043,Grenada,MS,814100,812927,777259,790914
28045,Hancock,MS,1572773,1566974,1559501,1500538
28047,Harrison,MS,8064937,8231292,8072020,7759580
28049,Hinds,MS,12417207,12170126,12080685,12188441
28051,Holmes,MS,258058,269337,246850,235879
28053,Humphreys,MS,168998,187695,165710,157771
28055,Issaquena,MS,18525,23405,19585,17178
28057,Itawamba,MS,417648,418584,431729,417739
28059,Jackson,MS,6948748,5698543,6480346,6408538
28061,Jasper,MS,398329,413141,350366,336863
28063,Jefferson,MS,93027,102652,102496,97548
28065,Jefferson Davis,MS,129287,128183,121592,118443
28067,Jones,MS,2492708,2482881,2480829,2543164
28069,Kemper,MS,284838,457578,415104,421023
28071,Lafayette,MS,1651218,1716917,1742147,1923890
28073,Lamar,MS,1415356,1441931,1425693,1483155
28075,Lauderdale,MS,3040935,2946499,2784557,2767191
28077,Lawrence,MS,295636,301621,288690,265690
28079,Leake,MS,379276,402451,408459,389448
28081,Lee,MS,4276149,4337307,4240798,4505719
28083,Leflore,MS,1169021,1170021,1115541,1098755
28085,Lincoln,MS,912279,909383,821951,759058
28087,Lowndes,MS,2717664,2694640,2482152,2480976
28089,Madison,MS,5611611,6101720,6590484,6532585
28091,Marion,MS,580151,602894,582626,558634
28093,Marshall,MS,499416,535428,524835,502953
28095,Monroe,MS,701669,706232,740807,712424
28097,Montgomery,MS,177279,176500,175622,167762
28099,Neshoba,MS,946126,899909,832972,775959
28101,Newton,MS,394860,396624,400033,379260
28103,Noxubee,MS,194913,226198,216787,214040
28105,Oktibbeha,MS,1552695,1526216,1511641,1522844
28107,Panola,MS,1020374,949147,958582,983135
28109,Pearl River,MS,888765,801761,798544,789872
28111,Perry,MS,249732,246985,234431,229504
28113,Pike,MS,1087972,1102134,1059822,1036078
28115,Pontotoc,MS,721721,747858,780002,808595
28117,Prentiss,MS,500563,490574,472629,481730
28119,Quitman,MS,94583,104746,92407,91038
28121,Rankin,MS,6001408,6053474,6189631,6408086
28123,Scott,MS,910339,966542,915710,894260
28125,Sharkey,MS,96049,120049,109020,104776
28127,Simpson,MS,489946,518138,488811,481668
28129,Smith,MS,262983,332250,312579,307108
28131,Stone,MS,312455,320031,309432,298817
28133,Sunflower,MS,608642,632555,602247,594309
28135,Tallahatchie,MS,256689,262907,255909,251422
28137,Tate,MS,423571,434371,424478,403642
28139,Tippah,MS,442138,451011,442455,424450
28141,Tishomingo,MS,397399,370028,351735,365929
28143,Tunica,MS,818174,824288,849728,960040
28145,Union,MS,763469,784875,829639,851049
28147,Walthall,MS,209120,212000,202140,201240
28149,Warren,MS,2190445,2072923,2044560,2075950
28151,Washington,MS,1543818,1574785,1474915,1464881
28153,Wayne,MS,442298,480090,493637,441877
28155,Webster,MS,142648,140771,132625,125052
28157,Wilkinson,MS,164101,178681,188604,197190
28159,Winston,MS,405322,413351,397480,392365
28161,Yalobusha,MS,267195,245567,232077,235364
28163,Yazoo,MS,562679,645236,635928,599494
29001,Adair,MO,632850,643353,650482,687767
29003,Andrew,MO,189143,209015,220478,222092
29005,Atchison,MO,172357,170274,172158,154069
29007,Audrain,MO,698358,701797,693572,686329
29009,Barry,MO,1032047,1101662,1087737,1145574
29011,Barton,MO,251584,261875,275150,275868
29013,Bates,MO,265652,270902,273029,265735
29015,Benton,MO,252802,280986,267270,270354
29017,Bollinger,MO,122892,118279,129503,140312
29019,Boone,MO,7521903,7863998,7938556,8062708
29021,Buchanan,MO,4242477,4208137,4092667,4252033
29023,Butler,MO,1280773,1331979,1318099,1307142
29025,Caldwell,MO,108983,115810,115927,113688
29027,Callaway,MO,1456387,1410433,1427628,1489102
29029,Camden,MO,1152673,1139558,1102857,1101176
29031,Cape Girardeau,MO,3276373,3337258,3342981,3410378
29033,Carroll,MO,201057,216449,217349,199235
29035,Carter,MO,93315,88599,83936,84342
29037,Cass,MO,1780770,1888021,1887851,1941982
29039,Cedar,MO,190144,193768,191647,200756
29041,Chariton,MO,169002,182190,184283,175332
29043,Christian,MO,1134320,1170539,1178160,1215996
29045,Clark,MO,118996,122693,121516,108624
29047,Clay,MO,9028465,9474991,9690387,9871821
29049,Clinton,MO,271799,281686,276335,262300
29051,Cole,MO,4133387,4163911,4048903,4045629
29053,Cooper,MO,389248,421075,429079,423829
29055,Crawford,MO,457066,467453,439139,446312
29057,Dade,MO,125579,130423,131183,123278
29059,Dallas,MO,185154,193731,194512,201087
29061,Daviess,MO,152968,142158,142156,134544
29063,DeKalb,MO,251895,260237,270652,259870
29065,Dent,MO,253788,252727,240410,228364
29067,Douglas,MO,154208,160242,165094,158687
29069,Dunklin,MO,818981,758415,735490,708820
29071,Franklin,MO,3440030,3552797,3451510,3545089
29073,Gasconade,MO,328451,340001,341033,337301
29075,Gentry,MO,188389,179653,176060,162315
29077,Greene,MO,13139456,12859708,13653418,14688121
29079,Grundy,MO,275107,286500,310865,346414
29081,Harrison,MO,174418,177999,177396,174107
29083,Henry,MO,581140,656806,651880,617290
29085,Hickory,MO,76405,79656,79038,76103
29087,Holt,MO,114245,122104,122096,120730
29089,Howard,MO,163829,170514,175462,177179
29091,Howell,MO,1016906,1076744,1004194,1046228
29093,Iron,MO,392350,405510,390686,380644
29095,Jackson,MO,42825544,42449396,42519911,43423188
29097,Jasper,MO,4565580,4499400,4457479,4396540
29099,Jefferson,MO,3961760,4218444,4151081,4297673
29101,Johnson,MO,1439267,1658289,1826034,1964519
29103,Knox,MO,87372,89516,89483,87102
29105,Laclede,MO,800028,794172,782945,820977
29107,Lafayette,MO,675935,691394,694309,704775
29109,Lawrence,MO,650485,685263,700187,711798
29111,Lewis,MO,181184,184452,183661,177995
29113,Lincoln,MO,816881,879446,877884,879145
29115,Linn,MO,428795,374963,353024,339415
29117,Livingston,MO,433235,457075,448398,426977
29119,McDonald,MO,397348,406806,417146,470849
29121,Macon,MO,331491,334706,342344,349872
29123,Madison,MO,230888,236688,237633,235522
29125,Maries,MO,119031,122246,121034,115554
29127,Marion,MO,965784,1000306,986245,991427
29129,Mercer,MO,74968,62615,69290,69335
29131,Miller,MO,483079,528795,490959,522776
29133,Mississippi,MO,308658,304696,310452,344269
29135,Moniteau,MO,267360,282260,289534,303123
29137,Monroe,MO,153621,172147,173202,162929
29139,Montgomery,MO,222030,231794,241761,254293
29141,Morgan,MO,280687,297987,295169,286454
29143,New Madrid,MO,1027914,1076678,1071405,1112668
29145,Newton,MO,1551605,1561948,1558142,1503651
29147,Nodaway,MO,646401,659061,650522,649929
29149,Oregon,MO,177871,187456,187397,182127
29151,Osage,MO,282399,284485,278549,298587
29153,Ozark,MO,101848,101242,100497,94597
29155,Pemiscot,MO,430873,428991,426331,415005
29157,Perry,MO,914656,855727,799690,846648
29159,Pettis,MO,1358351,1394030,1404382,1446304
29161,Phelps,MO,1261546,1297686,1331459,1376527
29163,Pike,MO,416039,439356,440141,430326
29165,Platte,MO,4486953,4660318,5095698,5619795
29167,Polk,MO,571037,583733,571051,563433
29169,Pulaski,MO,2260029,2257983,2109042,2082490
29171,Putnam,MO,179123,244699,283872,273575
29173,Ralls,MO,266038,285842,300007,345653
29175,Randolph,MO,1046547,1095814,1073429,1081682
29177,Ray,MO,303707,319942,329586,348709
29179,Reynolds,MO,177386,174500,168500,170223
29181,Ripley,MO,165042,161062,158960,154158
29183,St. Charles,MO,11604284,12071383,12572917,12915719
29185,St. Clair,MO,111057,111786,111446,103644
29186,Ste. Genevieve,MO,505810,526364,519674,567331
29187,St. Francois,MO,1429538,1422589,1518637,1563748
29189,St. Louis,MO,71541404,72351271,71621023,73920347
29195,Saline,MO,671105,703681,708392,706325
29197,Schuyler,MO,52812,55568,54085,50961
29199,Scotland,MO,94015,102670,99611,91644
29201,Scott,MO,1208020,1205895,1227128,1287865
29203,Shannon,MO,79038,80167,73835,71780
29205,Shelby,MO,135868,143655,145473,135077
29207,Stoddard,MO,958682,1136282,1225291,1183898
29209,Stone,MO,451996,515535,540375,586065
29211,Sullivan,MO,1182607,1773008,1955799,1414118
29213,Taney,MO,2076461,2212851,2141184,2102460
29215,Texas,MO,361192,370350,349835,358749
29217,Vernon,MO,687092,727426,734933,667582
29219,Warren,MO,536488,562641,607346,629891
29221,Washington,MO,309098,310102,306385,303460
29223,Wayne,MO,168819,152635,144023,150186
29225,Webster,MO,498347,512960,513130,547023
29227,Worth,MO,33426,38759,39838,34747
29229,Wright,MO,302512,305921,301457,321018
29510,St. Louis (Independent City),MO,32977362,31832289,31601901,28648806
30001,Beaverhead,MT,316634,320820,311652,337878
30003,Big Horn,MT,407569,426583,474927,496179
30005,Blaine,MT,138701,143095,144911,153776
30007,Broadwater,MT,105556,112169,108251,119565
30009,Carbon,MT,227144,236969,230059,237115
30011,Carter,MT,50349,55297,56223,63220
30013,Cascade,MT,3210783,3244138,3409958,3598667
30015,Chouteau,MT,159815,171453,167083,183692
30017,Custer,MT,468548,467940,478602,467870
30019,Daniels,MT,100544,97854,95975,105326
30021,Dawson,MT,415139,426591,448028,475652
30023,Deer Lodge,MT,212633,212510,196663,219340
30025,Fallon,MT,247735,227051,218788,194261
30027,Fergus,MT,401743,404511,410095,428963
30029,Flathead,MT,3272697,3371783,3393501,3512312
30031,Gallatin,MT,4111941,4288985,4343029,4654549
30033,Garfield,MT,43953,45857,45872,51952
30035,Glacier,MT,377962,365287,360519,368414
30037,Golden Valley,MT,22793,28607,32503,41483
30039,Granite,MT,59907,62734,65077,64010
30041,Hill,MT,713613,702225,690551,709182
30043,Jefferson,MT,197202,215147,214758,232445
30045,Judith Basin,MT,63111,71784,73665,80558
30047,Lake,MT,575739,581627,602380,622889
30049,Lewis and Clark,MT,2971065,2948950,2965704,3036151
30051,Liberty,MT,69376,72459,74134,81628
30053,Lincoln,MT,472061,463120,425733,428936
30055,McCone,MT,112308,104644,122148,117557
30057,Madison,MT,380060,289037,290537,344581
30059,Meagher,MT,49756,53294,55672,62991
30061,Mineral,MT,66830,69537,63610,65997
30063,Missoula,MT,4720056,4549138,4510833,4693952
30065,Musselshell,MT,148564,159246,177866,198748
30067,Park,MT,405699,409266,418571,459498
30069,Petroleum,MT,19492,20266,20235,22408
30071,Phillips,MT,136033,133426,135513,149042
30073,Pondera,MT,179682,191956,187756,205638
30075,Powder River,MT,60735,66650,60088,71562
30077,Powell,MT,172128,175672,172089,177567
30079,Prairie,MT,34744,35217,35749,41262
30081,Ravalli,MT,801884,797032,776043,810866
30083,Richland,MT,824658,879458,952356,1009129
30085,Roosevelt,MT,347469,330527,331804,341197
30087,Rosebud,MT,728576,743476,744293,796502
30089,Sanders,MT,257212,279761,396651,258293
30091,Sheridan,MT,166386,191310,202481,197457
30093,Silver Bow,MT,2893758,2747153,2451526,2129346
30095,Stillwater,MT,420677,528090,556856,600824
30097,Sweet Grass,MT,161854,198837,208531,242531
30099,Teton,MT,226490,225608,213189,223284
30101,Toole,MT,304084,296264,287493,292203
30103,Treasure,MT,26699,28450,29078,31295
30105,Valley,MT,311155,327765,344934,349035
30107,Wheatland,MT,66932,72338,71640,74247
30109,Wibaux,MT,36843,39041,39017,41048
30111,Yellowstone,MT,8530731,8730502,9210350,9697907
31001,Adams,NE,1443735,1477776,1478898,1423950
31003,Antelope,NE,319454,385910,414733,468807
31005,Arthur,NE,15272,18475,18018,18810
31007,Banner,NE,45528,59911,59559,63378
31009,Blaine,NE,20165,24149,22700,24308
31011,Boone,NE,362455,415526,402528,419509
31013,Box Butte,NE,786585,805755,828237,797255
31015,Boyd,NE,58817,69011,69414,73839
31017,Brown,NE,156657,156127,158359,170776
31019,Buffalo,NE,2416035,2410318,2323404,2341151
31021,Burt,NE,212312,244020,241787,241509
31023,Butler,NE,269213,296394,298937,299843
31025,Cass,NE,505222,550593,612070,663981
31027,Cedar,NE,405317,441022,430503,464012
31029,Chase,NE,276130,304625,299121,348789
31031,Cherry,NE,218395,239733,250493,236069
31033,Cheyenne,NE,754309,768459,734578,717475
31035,Clay,NE,333402,385565,369660,370842
31037,Colfax,NE,483276,506238,528245,541912
31039,Cuming,NE,637897,679511,679563,725102
31041,Custer,NE,638784,674396,684749,755095
31043,Dakota,NE,1090155,1042208,1052521,1080020
31045,Dawes,NE,264369,269065,267693,275605
31047,Dawson,NE,1195499,1323283,1321151,1348621
31049,Deuel,NE,75777,82750,79491,84202
31051,Dixon,NE,172291,187906,189962,192589
31053,Dodge,NE,1625415,1675402,1611278,1655342
31055,Douglas,NE,37597041,37740854,39288504,40252113
31057,Dundy,NE,113071,129030,118926,120803
31059,Fillmore,NE,314327,344233,349603,386149
31061,Franklin,NE,86561,104400,103110,108976
31063,Frontier,NE,97353,111070,114194,118477
